time_s,var1,var2,var3,var4,var5,var6,var7,var8
2.72500,56.3074,-31.9038,-68.8919,63.2111,72.4651,66.7528,-4.2797,-65.2941
2.72917,56.4463,-31.7563,-68.5983,63.1326,72.4099,66.6423,-4.3391,-65.3773
2.73333,61.6032,-28.6364,-67.6142,63.0624,72.2125,66.5362,-4.4907,-65.4686
2.73750,61.9616,-28.3951,-67.3007,63.0656,72.0916,66.3377,-4.6630,-65.5821
2.74167,65.1119,-26.0735,-66.6785,63.1553,72.0465,66.1467,-4.9089,-65.6399
2.74583,65.7776,-25.8485,-66.1604,63.3050,71.7990,65.6804,-5.0947,-65.7722
2.75000,65.8771,-25.7711,-65.8672,63.5625,71.6742,65.1746,-5.3415,-65.8212
2.75417,67.1778,-25.2549,-65.1487,63.9902,71.3199,64.3587,-5.5461,-65.8264
2.75833,67.2908,-25.1648,-64.8504,64.4244,71.1387,63.1309,-5.7185,-65.8771
2.76250,69.5683,-23.7461,-64.2888,64.7909,71.0193,61.8837,-5.9495,-66.0212
2.76667,69.6223,-23.7322,-63.9838,65.3179,70.7829,60.2825,-6.1484,-66.0638
2.77083,69.6696,-23.7039,-63.6710,65.9294,70.5202,58.2606,-6.2910,-66.0665
2.77500,69.7253,-23.8243,-63.2362,66.5969,70.1562,55.4967,-6.3339,-66.0783
2.77917,69.7776,-23.7881,-62.9526,67.2052,69.8587,53.4489,-6.5088,-66.1137
2.78333,70.4995,-23.1637,-62.5125,67.8490,69.4392,51.1972,-6.6479,-66.1488
2.78750,70.4987,-23.1171,-62.2605,68.3786,69.1034,49.7254,-6.9577,-66.3684
2.79167,70.4433,-23.1019,-62.0238,69.1597,68.7805,46.6037,-6.9202,-66.2397
2.79583,70.2076,-23.1825,-61.9206,69.8108,68.4487,44.2193,-7.0760,-66.2958
2.80000,68.5922,-24.0398,-61.8412,70.4310,67.8947,42.6308,-7.3619,-66.4637
2.80417,68.6006,-24.0093,-61.6793,71.1400,67.4918,39.5444,-7.3840,-66.4346
2.80833,67.1350,-24.7632,-61.7589,71.8292,67.0798,37.3324,-7.5361,-66.5029
2.81250,67.0362,-24.7335,-61.6755,72.5152,66.6882,34.8428,-7.6764,-66.5953
2.81667,66.9969,-24.7351,-61.5861,73.2266,66.2909,32.4270,-7.8124,-66.6864
2.82083,64.3195,-26.2107,-61.8451,73.9906,65.7794,30.5494,-7.9997,-66.8360
2.82500,64.2438,-26.2002,-61.8014,74.6696,65.3831,27.1907,-8.0286,-66.8916
2.82917,63.9854,-26.2476,-61.8754,75.4496,64.9948,24.7116,-8.0880,-66.9926
2.83333,63.7858,-26.2744,-61.9522,76.2613,64.5645,22.1657,-8.1141,-67.1050
2.83750,63.4969,-26.3572,-62.0496,76.9717,64.1488,18.8387,-8.1700,-67.2099
2.84167,61.7747,-26.9431,-62.6480,77.7168,63.9621,15.7169,-8.2186,-67.3565
2.84583,58.0648,-29.1849,-62.8640,78.5248,63.3249,12.8774,-8.2351,-67.4933
2.85000,56.6639,-30.3894,-62.7037,79.3029,62.6167,9.7162,-8.2573,-67.6316
2.85417,56.5534,-30.4016,-62.7816,80.0678,62.1703,6.6053,-8.2915,-67.7571
2.85833,56.4093,-30.4461,-62.8857,81.0987,61.7199,4.6964,-8.2040,-67.7430
2.86250,52.9038,-32.4821,-63.1394,81.7178,61.2095,0.7684,-8.2865,-68.0237
2.86667,52.7965,-32.5151,-63.2460,82.7282,60.7775,-1.1186,-8.2022,-68.0130
2.87083,52.1692,-32.7772,-63.4430,83.3511,60.3960,-5.0571,-8.3080,-68.2838
2.87500,51.9542,-32.8693,-63.5682,84.1554,59.9932,-8.1205,-8.2962,-68.3911
2.87917,50.0891,-33.8284,-63.8365,84.9875,59.6678,-10.9220,-8.2792,-68.5002
2.88333,46.8756,-36.0478,-63.7700,85.8309,59.0248,-13.5998,-8.2485,-68.5921
2.88750,46.7834,-36.1112,-63.9023,86.6423,58.6419,-16.4674,-8.2211,-68.6825
2.89167,46.5777,-36.2387,-64.0271,87.4828,58.2685,-18.8902,-8.1455,-68.7682
2.89583,44.7942,-37.2820,-64.1287,88.3197,57.9192,-21.4665,-8.0754,-68.7963
2.90000,44.6780,-37.3942,-64.2904,89.1360,57.5981,-23.9765,-7.9866,-68.8387
2.90417,41.4247,-39.6561,-64.1341,90.0203,57.0539,-25.9614,-7.9188,-68.8761
2.90833,41.3846,-39.7272,-64.2914,90.7418,56.7552,-28.7170,-7.7594,-68.8815
2.91250,41.3024,-39.8249,-64.4466,91.6060,56.4507,-30.5171,-7.7325,-68.9312
2.91667,39.1695,-41.3194,-64.3747,92.2081,56.1232,-34.0292,-7.6259,-68.9602
2.92083,39.1165,-41.3934,-64.5144,92.8889,55.8510,-36.7448,-7.5338,-68.9672
2.92500,39.0085,-41.5060,-64.6528,93.6271,55.5772,-38.9071,-7.3736,-68.9530
2.92917,36.8712,-43.1677,-64.4243,94.3256,55.1753,-41.0369,-7.2042,-68.9118
2.93333,36.8138,-43.2579,-64.5540,94.9925,54.9454,-43.1651,-7.0287,-68.8658
2.93750,36.6435,-43.4679,-64.6379,95.6301,54.6788,-45.3228,-6.8566,-68.8215
2.94167,36.5948,-43.5499,-64.7880,96.2267,54.4482,-47.4398,-6.6684,-68.7650
2.94583,36.2806,-43.9888,-64.7401,96.7927,54.1568,-49.4351,-6.4615,-68.6813
2.95000,35.0303,-45.2418,-64.5283,97.3369,53.8468,-51.5438,-6.2629,-68.5780
2.95417,35.0244,-45.3118,-64.6174,97.8922,53.6221,-53.0304,-6.0002,-68.4307
2.95833,35.0443,-45.4086,-64.7159,98.4008,53.4133,-54.6228,-5.7415,-68.2750
2.96250,34.7370,-46.0967,-64.4430,98.8419,52.9911,-56.4397,-5.5068,-68.1440
2.96667,34.7562,-46.1241,-64.5678,99.2946,52.8328,-57.8503,-5.1983,-67.9108
2.97083,34.5005,-46.5898,-64.4172,99.7019,52.5276,-59.1956,-4.8341,-67.6053
2.97500,34.4222,-46.7655,-64.4188,100.1504,52.3036,-60.4124,-4.4143,-67.2127
2.97917,34.4466,-46.8891,-64.3860,100.5036,52.0357,-61.5706,-3.8041,-66.5797
2.98333,34.4628,-46.8869,-64.4786,100.8734,51.9102,-62.5151,-3.2261,-65.9667
2.98750,34.4835,-47.0931,-64.3300,101.2786,51.5536,-62.9258,-2.6181,-65.3160
2.99167,34.5107,-47.1657,-64.3374,101.5147,51.3722,-63.8588,-2.0645,-64.6840
2.99583,34.5319,-47.1212,-64.3804,101.7536,51.1996,-64.3738,-1.4522,-64.0333
3.00000,34.7592,-47.2122,-64.2936,102.0145,50.9755,-64.3215,-0.8841,-63.3718
3.00417,34.8084,-47.1527,-64.2826,102.1443,50.7513,-64.6149,-0.2926,-62.7201
3.00833,34.9240,-47.1222,-64.2122,102.2081,50.4917,-65.2376,0.3600,-62.0425
3.01250,35.1054,-47.0916,-64.1327,102.2143,50.2478,-65.4376,0.9139,-61.3751
3.01667,35.7085,-46.8257,-64.1153,102.1612,50.1045,-65.6552,1.4853,-60.7253
3.02083,35.7737,-46.7183,-64.0644,102.0830,49.8418,-65.8164,2.1255,-60.0824
3.02500,35.9303,-46.6381,-63.9494,101.8848,49.5575,-65.9380,2.6422,-59.4367
3.02917,36.3356,-46.5205,-63.8038,101.6367,49.2891,-66.0538,3.1787,-58.8149
3.03333,36.8806,-46.2315,-63.7307,101.3154,49.0977,-66.1794,3.7262,-58.2326
3.03750,36.9193,-46.1656,-63.7225,100.9872,48.9880,-66.1877,4.2979,-57.5929
3.04167,37.2141,-45.9594,-63.4748,100.5545,48.5015,-66.2632,4.8533,-56.9929
3.04583,37.6260,-45.7517,-63.3105,100.1120,48.2047,-66.3213,5.4805,-56.3683
3.05000,39.2212,-44.8499,-63.2975,99.4941,48.1700,-66.3660,5.9579,-55.8298
3.05417,39.3943,-44.7275,-63.1171,98.9130,47.8076,-66.4056,6.4727,-55.2395
3.05833,39.7273,-44.5470,-62.9235,98.2357,47.5057,-66.4468,6.9947,-54.6837
3.06250,39.7776,-44.5045,-62.9034,97.4653,47.3968,-66.4366,7.4689,-54.1872
3.06667,40.3627,-44.1349,-62.5522,96.7317,46.8408,-66.4464,7.9861,-53.6618
3.07083,40.4205,-44.1075,-62.5426,95.7928,46.7548,-66.4957,8.4384,-53.1179
3.07500,41.8268,-43.2186,-62.2986,94.9941,46.3899,-66.5427,8.9956,-52.5660
3.07917,41.9963,-43.0518,-62.0690,94.1266,45.9793,-66.5329,9.6270,-52.0162
3.08333,42.7745,-42.5676,-61.9927,93.1261,45.7768,-66.5426,10.0480,-51.5542
3.08750,43.0737,-42.3888,-61.7547,92.0879,45.3754,-66.5891,10.5133,-51.0932
3.09167,43.1245,-42.3493,-61.6831,91.1120,45.2644,-66.5553,11.0695,-50.5627
3.09583,43.7187,-41.8777,-61.4193,89.9835,44.6867,-66.6283,11.5005,-50.1924
3.10000,44.2171,-41.5216,-61.3103,88.9287,44.4098,-66.5808,11.9866,-49.6347
3.10417,44.2703,-41.5186,-61.2806,87.8446,44.3096,-66.5549,12.4914,-49.2130
3.10833,44.9174,-40.9062,-61.0836,86.7149,43.8041,-66.5576,12.9773,-48.7926
3.11250,45.4094,-40.5134,-60.9690,85.5367,43.5098,-66.5874,13.2913,-48.4194
3.11667,45.6290,-40.3159,-60.7593,84.4142,43.0733,-66.5358,13.8319,-47.9550
3.12083,45.8757,-40.2214,-60.4463,83.2360,42.5565,-66.5580,14.2210,-47.5899
3.12500,46.3889,-39.8522,-60.2827,82.0581,42.3100,-66.5525,14.6292,-47.2097
3.12917,47.0282,-39.3412,-60.1958,80.9378,42.0306,-66.4940,15.1373,-46.8117
3.13333,47.3592,-39.0873,-59.9789,79.7563,41.6168,-66.5131,15.4670,-46.4551
3.13750,47.6674,-38.7952,-59.7567,78.5732,41.1332,-66.4908,15.7414,-46.1598
3.14167,47.9928,-38.5230,-59.5457,77.5107,40.7153,-66.4314,16.2940,-45.7407
3.14583,48.1185,-38.4871,-59.4481,76.3745,40.5966,-66.4447,16.5271,-45.4848
3.15000,49.0998,-37.7537,-59.2110,75.3184,40.1021,-66.3588,17.0362,-45.0967
3.15417,49.5522,-37.3757,-59.0119,74.3037,39.6941,-66.3096,17.4348,-44.7956
3.15833,50.1612,-36.9055,-58.8696,73.2485,39.3915,-66.3169,17.6178,-44.5618
3.16250,50.2224,-36.8157,-58.7527,72.2089,39.1364,-66.2404,17.8296,-44.3192
3.16667,50.9495,-36.1531,-58.5559,71.2078,38.6610,-66.1648,18.0416,-44.0816
3.17083,51.0240,-35.9902,-58.3756,70.4508,38.1843,-66.0694,18.7367,-43.7004
3.17500,51.5432,-35.5634,-58.1253,69.5202,37.7385,-65.9828,18.8926,-43.4977
3.17917,51.8213,-35.1893,-57.9425,68.7604,37.3246,-65.9034,19.3116,-43.2197
3.18333,52.1521,-34.8091,-57.7906,67.9527,36.9186,-65.8622,19.3901,-43.0613
3.18750,52.4764,-34.3745,-57.6802,67.2723,36.5584,-65.6763,19.8085,-42.7776
3.19167,52.4915,-34.2792,-57.5487,66.5229,36.2628,-65.6351,19.8720,-42.6559
3.19583,52.7316,-33.8836,-57.2442,65.7776,35.5904,-65.4807,19.9594,-42.5251
3.20000,52.7725,-33.5032,-57.1462,65.3551,35.1907,-65.1754,20.4761,-42.2091
3.20417,52.8231,-33.2892,-56.9237,64.6683,34.6739,-65.0786,20.5413,-42.1504
3.20833,52.7516,-32.9829,-56.7965,64.2471,34.2348,-64.6527,21.0039,-41.9504
3.21250,52.7994,-32.7557,-56.5895,63.6646,33.7480,-64.5396,20.9954,-41.8860
3.21667,52.7927,-32.5964,-56.4513,63.1079,33.3331,-64.3556,20.9996,-41.8270
3.22083,52.7253,-32.1408,-56.3034,62.8512,32.8323,-63.6948,21.5920,-41.6170
3.22500,52.6994,-31.9237,-56.1123,62.3596,32.3584,-63.5861,21.5329,-41.5993
3.22917,52.6840,-31.6129,-55.9478,62.0482,31.9058,-62.8110,21.9519,-41.4649
3.23333,52.6853,-31.3333,-55.7715,61.5857,31.4162,-62.6661,21.8824,-41.4738
3.23750,52.4535,-31.0604,-55.6664,61.1596,30.9769,-62.4827,21.8070,-41.4910
3.24167,52.4451,-30.7994,-55.4269,60.9542,30.4354,-61.1057,22.4456,-41.3485
3.24583,52.4289,-30.4136,-55.3578,60.5806,30.0937,-61.0012,22.3261,-41.3969
3.25000,52.3405,-30.1448,-55.1761,60.1859,29.6288,-60.8415,22.2179,-41.4726
3.25417,52.3453,-29.8404,-54.9845,59.9968,29.1741,-59.1897,22.8460,-41.3800
3.25833,52.4158,-29.5342,-54.7806,59.6484,28.7310,-59.0812,22.7122,-41.4687
3.26250,52.4016,-29.2830,-54.5880,59.3634,28.3013,-59.0111,22.5281,-41.4686
3.26667,52.6079,-28.8378,-54.3941,59.1163,27.8714,-57.1319,23.1377,-41.5391
3.27083,52.7538,-28.4037,-54.1834,58.8262,27.4489,-57.0683,22.9879,-41.6605
3.27500,52.7755,-28.0764,-53.9594,58.5900,26.9537,-55.9528,23.2426,-41.7208
3.27917,52.9869,-27.6263,-53.7246,58.3906,26.5751,-56.0775,23.1226,-41.7972
3.28333,52.9997,-27.3091,-53.4946,58.1384,26.1245,-55.1232,23.2465,-41.9548
3.28750,53.2009,-26.7215,-53.2663,57.9728,25.7204,-55.0077,23.0829,-42.0753
3.29167,53.1457,-26.5273,-53.1137,57.7510,25.4970,-55.0655,22.9245,-42.2749
3.29583,53.3189,-25.9494,-52.7673,57.6372,24.8742,-55.5565,23.0249,-42.3299
3.30000,53.3231,-25.5393,-52.5034,57.4632,24.3430,-55.2278,22.8499,-42.5725
3.30417,53.2777,-25.3458,-52.3561,57.3725,24.2427,-55.0357,22.6584,-42.7153
3.30833,53.6582,-24.5674,-52.0141,57.2339,23.6430,-54.7812,22.7086,-42.9507
3.31250,53.5901,-24.3058,-51.8469,57.1782,23.4491,-54.5685,22.5357,-43.1832
3.31667,53.8371,-23.5139,-51.5093,57.1208,22.8399,-54.5004,22.3394,-43.3972
3.32083,53.7588,-23.0249,-51.2149,57.0808,22.3490,-54.3016,22.1716,-43.6137
3.32500,53.6491,-22.5451,-50.9398,57.0136,21.9019,-54.4719,22.1328,-43.9005
3.32917,53.5642,-22.1306,-50.6441,57.0025,21.4771,-54.2096,21.9415,-44.1689
3.33333,53.6497,-21.4768,-50.4088,56.9762,21.1245,-54.2148,21.8226,-44.4365
3.33750,53.5565,-20.9092,-50.1280,56.9743,20.7112,-53.9080,21.5951,-44.6682
3.34167,53.3823,-20.3589,-49.8435,56.9810,20.2815,-53.5754,21.4313,-45.0430
3.34583,53.2511,-19.7995,-49.5688,56.9872,19.8669,-53.2646,21.1909,-45.2858
3.35000,53.1731,-19.3339,-49.2746,56.9982,19.4631,-52.9003,21.0276,-45.6529
3.35417,53.2606,-18.5215,-49.0908,57.0008,19.2039,-52.6070,20.9623,-46.0079
3.35833,53.1867,-18.0453,-48.7976,57.0045,18.8329,-52.2120,20.7530,-46.3456
3.36250,53.1896,-17.3500,-48.5127,57.0005,18.4068,-51.7899,20.5683,-46.7076
3.36667,53.2237,-16.4172,-48.3458,56.9936,18.2056,-51.3425,20.3753,-47.0627
3.37083,53.0923,-15.9806,-48.0797,56.9808,17.9488,-50.8828,20.1829,-47.4208
3.37500,53.0167,-15.1980,-47.8404,56.9255,17.5706,-50.3671,20.0372,-47.8084
3.37917,53.0495,-14.3071,-47.7350,56.9237,17.4333,-49.9128,19.8186,-48.1524
3.38333,53.1444,-13.4335,-47.6199,56.8930,17.3445,-49.4052,19.6008,-48.5322
3.38750,53.0224,-12.6749,-47.4330,56.7719,17.1284,-48.6732,19.5202,-48.9753
3.39167,52.9361,-12.1255,-47.1541,56.7502,16.8182,-48.2121,19.2725,-49.3455
3.39583,52.8732,-11.4320,-46.9623,56.6907,16.5954,-47.4537,19.0599,-49.7552
3.40000,53.0209,-10.2940,-47.0061,56.6302,16.7263,-46.9239,18.8163,-50.1362
3.40417,52.8790,-9.5169,-46.8466,56.5392,16.5515,-46.3538,18.5768,-50.5297
3.40833,52.7955,-8.7097,-46.7307,56.4429,16.4542,-45.7536,18.3338,-50.9308
3.41250,52.7132,-8.2354,-46.5173,56.3101,16.2910,-44.7594,18.1366,-51.3853
3.41667,52.6404,-7.9597,-46.3781,56.2051,16.2965,-44.2098,17.8666,-51.7887
3.42083,52.7072,-6.2597,-46.4667,56.0866,16.3393,-43.6107,17.6075,-52.1929
3.42500,52.5754,-5.8703,-46.2871,55.9071,16.2518,-42.9232,17.3468,-52.6336
3.42917,52.4095,-5.1652,-46.1500,55.7761,16.0742,-42.2475,17.0767,-53.0419
3.43333,52.1971,-3.9581,-46.3742,55.6265,16.3521,-41.5851,16.8050,-53.4583
3.43750,52.1206,-3.5373,-46.1992,55.5074,16.2693,-40.9570,16.5140,-53.8734
3.44167,51.9883,-2.3478,-46.3510,55.3333,16.4731,-40.3301,16.2424,-54.2826
3.44583,51.8285,-1.9446,-46.1920,55.1473,16.3854,-39.7138,15.9625,-54.6810
3.45000,51.5345,-1.0782,-46.3241,54.9904,16.5324,-38.9499,15.6807,-55.1019
3.45417,51.3817,-0.6485,-46.2238,54.8179,16.5036,-38.3857,15.4332,-55.4602
3.45833,51.2031,0.1326,-46.4216,54.6665,16.7264,-37.8457,15.2270,-55.7669
3.46250,50.7334,0.9389,-46.5943,54.5234,16.9142,-37.3037,15.0876,-55.9224
3.46667,29.6646,-11.1176,-53.6680,54.3640,20.8723,-36.6043,15.0408,-56.0661
3.47083,29.4520,-10.6978,-53.5312,54.3427,20.8044,-35.2272,15.0704,-56.0655
3.47500,29.2532,-10.1356,-53.4562,54.1242,20.8056,-34.2993,15.1251,-56.1379
3.47917,29.0671,-9.6455,-53.3564,54.0360,20.7918,-33.2474,15.2197,-56.1601
3.48333,28.8217,-9.2151,-53.2130,53.9122,20.7594,-32.2108,15.2888,-56.1790
3.48750,28.6116,-8.6668,-53.1619,53.8048,20.7983,-31.1936,15.3727,-56.1840
3.49167,28.4065,-8.2463,-52.9754,53.7207,20.7326,-30.2016,15.4692,-56.1737
3.49583,28.0830,-7.8533,-52.8332,53.6221,20.7101,-29.2188,15.5757,-56.1647
3.50000,27.9397,-7.1555,-52.8315,53.7339,20.7822,-27.9503,15.6583,-56.0735
3.50417,27.4034,-6.7892,-52.6274,53.6628,20.6607,-27.0882,15.7798,-56.0371
3.50833,27.2043,-6.3627,-52.4678,53.3801,20.6184,-26.2210,15.8916,-56.1081
3.51250,26.8394,-5.9019,-52.3676,53.5346,20.6258,-25.1767,15.9865,-55.9536
3.51667,26.5713,-5.4581,-52.2033,53.4494,20.5486,-24.2865,16.0833,-55.9344
3.52083,26.2668,-5.0117,-52.0972,53.3684,20.5914,-23.4814,16.1794,-55.9318
3.52500,25.9932,-4.7126,-51.9105,53.2445,20.5094,-22.4356,16.2058,-55.9641
3.52917,25.7781,-4.2519,-51.7272,53.1631,20.4272,-21.6754,16.2767,-55.9521
3.53333,25.7098,-3.5714,-51.6365,53.0878,20.4736,-21.1199,16.3143,-55.9379
3.53750,25.5811,-3.3302,-51.4984,52.9657,20.5346,-20.3620,16.3239,-55.9926
3.54167,25.4011,-2.6238,-51.3751,52.8804,20.4829,-19.8202,16.3293,-56.0054
3.54583,25.4989,-2.0694,-51.2662,52.7810,20.5199,-19.3019,16.3120,-56.0459
3.55000,25.4018,-1.6612,-51.0860,52.6601,20.4758,-18.7401,16.2770,-56.1180
3.55417,24.9014,-1.4119,-50.9930,52.5123,20.4455,-18.4596,16.2342,-56.2454
3.55833,25.0006,-0.7805,-50.6607,52.4552,20.2313,-17.8501,16.2475,-56.2405
3.56250,24.8217,-0.7443,-50.6595,52.2954,20.4496,-17.5741,16.2219,-56.3701
3.56667,24.1337,-0.0172,-50.4312,52.2001,20.2702,-17.0830,16.2440,-56.4258
3.57083,23.8712,0.1352,-50.3482,52.1236,20.2873,-16.6005,16.2595,-56.4649
3.57500,23.7572,0.7540,-50.1943,52.1658,20.2397,-15.5664,16.2768,-56.3832
3.57917,23.5547,0.7457,-50.2139,52.0946,20.4271,-14.8940,16.2846,-56.4630
3.58333,23.5818,1.5928,-49.9752,52.0094,20.2472,-14.8315,16.2738,-56.5657
3.58750,23.3478,1.8365,-49.8698,51.9457,20.1984,-14.6271,16.2889,-56.5978
3.59167,23.3249,2.3839,-49.7756,51.9592,20.2488,-13.9852,16.3544,-56.5007
3.59583,22.8495,2.7251,-49.6269,51.8926,20.1607,-14.0506,16.3268,-56.6554
3.60000,22.7560,2.9554,-49.5224,51.8463,20.1573,-13.9724,16.3353,-56.6891
3.60417,22.8103,3.2394,-49.4565,51.8205,20.1634,-13.8888,16.3453,-56.7215
3.60833,22.7720,3.5705,-49.4362,51.8031,20.2188,-13.8066,16.3555,-56.7451
3.61250,22.7350,3.8187,-49.3446,51.7896,20.1709,-13.7251,16.3658,-56.7595
3.61667,22.7047,3.4786,-49.5506,51.8129,20.4207,-13.2497,16.4039,-56.7126
3.62083,22.7023,4.1817,-49.3132,51.8007,20.2295,-13.3241,16.3747,-56.7892
3.62500,22.6902,4.2055,-49.3080,51.7882,20.2430,-13.3531,16.3859,-56.7897
3.62917,22.6837,4.2348,-49.2813,51.7915,20.2598,-13.3327,16.3664,-56.8018
3.63333,22.6470,4.2850,-49.2968,51.7871,20.2719,-13.2888,16.3889,-56.7697
3.63750,22.6378,4.3020,-49.2877,51.7955,20.2763,-13.2687,16.3826,-56.7733
3.64167,22.6346,4.3100,-49.2813,51.8002,20.2790,-13.2452,16.3760,-56.7776
